MetricCategory,MetricSubcategory,MetricType,MetricValue,MetricLabel,match_id
TotalServesReturnMade_by_ServeFrom_Freq,Return_Total,Effective_1,,TotalServesReturnMade_by_ServeFrom_Freq | Return_Total,M004
FirstServesReturnMade_by_ServeFrom_Freq,Return_Adv,Effective_1,,FirstServesReturnMade_by_ServeFrom_Freq | Return_Adv,M004
FirstServesReturnMade_by_ServeFrom_Freq,Return_Deuce,Effective_1,,FirstServesReturnMade_by_ServeFrom_Freq | Return_Deuce,M004
FirstServesReturnMade_by_ServeFrom_Freq,Return_Total,Effective_1,,FirstServesReturnMade_by_ServeFrom_Freq | Return_Total,M004
SecondServesReturnMade_by_ServeFrom_Freq,Return_Deuce,Effective_1,,SecondServesReturnMade_by_ServeFrom_Freq | Return_Deuce,M004
SecondServesReturnMade_by_ServeFrom_Freq,Return_Total,Effective_1,,SecondServesReturnMade_by_ServeFrom_Freq | Return_Total,M004
TotalReturns_by_CriticalHL,Return_Critical,Effective_1,,TotalReturns_by_CriticalHL | Return_Critical,M004
TotalReturns_by_CriticalHL,Return_NonCritical,Effective_1,,TotalReturns_by_CriticalHL | Return_NonCritical,M004
FirstServeReturn_by_CriticalHL,Return_Critical,Effective_1,,FirstServeReturn_by_CriticalHL | Return_Critical,M004
FirstServeReturn_by_CriticalHL,Return_NonCritical,Effective_1,,FirstServeReturn_by_CriticalHL | Return_NonCritical,M004
FirstServeReturnMADE_by_CriticalHL,Return_Critical,Effective_1,,FirstServeReturnMADE_by_CriticalHL | Return_Critical,M004
FirstServeReturnMADE_by_CriticalHL,Return_NonCritical,Effective_1,,FirstServeReturnMADE_by_CriticalHL | Return_NonCritical,M004
FirstServeReturn_by_CriticalHL_Origin,Return_Critical_Adv,Effective_1,,FirstServeReturn_by_CriticalHL_Origin | Return_Critical_Adv,M004
FirstServeReturn_by_CriticalHL_Origin,Return_NonCritical_Adv,Effective_1,,FirstServeReturn_by_CriticalHL_Origin | Return_NonCritical_Adv,M004
FirstServeReturn_by_CriticalHL_Origin,Return_NonCritical_Deuce,Effective_1,,FirstServeReturn_by_CriticalHL_Origin | Return_NonCritical_Deuce,M004
SecondServeReturn_by_CriticalHL,Return_Critical,Effective_1,,SecondServeReturn_by_CriticalHL | Return_Critical,M004
SecondServeReturn_by_CriticalHL,Return_NonCritical,Effective_1,,SecondServeReturn_by_CriticalHL | Return_NonCritical,M004
SecondServeReturnMADE_by_CriticalHL,Return_Critical,Effective_1,,SecondServeReturnMADE_by_CriticalHL | Return_Critical,M004
SecondServeReturn_by_CriticalHL_Origin,Return_NonCritical_Adv,Effective_1,,SecondServeReturn_by_CriticalHL_Origin | Return_NonCritical_Adv,M004
SecondServeReturn_by_CriticalHL_Origin,Return_Critical_Deuce,Effective_1,,SecondServeReturn_by_CriticalHL_Origin | Return_Critical_Deuce,M004
SecondServeReturn_by_CriticalHL_Origin,Return_NonCritical_Deuce,Effective_1,,SecondServeReturn_by_CriticalHL_Origin | Return_NonCritical_Deuce,M004
FirstServeReturn_by_CriticalHL_OutcomeGen,Return_Critical_Rally,Effective_1,,FirstServeReturn_by_CriticalHL_OutcomeGen | Return_Critical_Rally,M004
FirstServeReturn_by_CriticalHL_OutcomeGen,Return_NonCritical_Lost,Effective_1,,FirstServeReturn_by_CriticalHL_OutcomeGen | Return_NonCritical_Lost,M004
FirstServeReturn_by_CriticalHL_OutcomeGen,Return_NonCritical_Rally,Effective_1,,FirstServeReturn_by_CriticalHL_OutcomeGen | Return_NonCritical_Rally,M004
FirstServeReturn_by_CriticalHL_OutcomeGen,Return_NonCritical_Won,Effective_1,,FirstServeReturn_by_CriticalHL_OutcomeGen | Return_NonCritical_Won,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_Critical_Adv_Rally,Effective_1,,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_Critical_Adv_Rally,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Adv_Lost,Effective_1,,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Adv_Lost,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Adv_Rally,Effective_1,,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Adv_Rally,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Adv_Won,Effective_1,,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Adv_Won,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Deuce_Lost,Effective_1,,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Deuce_Lost,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Deuce_Rally,Effective_1,,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Deuce_Rally,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Deuce_Won,Effective_1,,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Deuce_Won,M004
SecondServeReturn_by_CriticalHL_OutcomeGen,Return_Critical_Lost,Effective_1,,SecondServeReturn_by_CriticalHL_OutcomeGen | Return_Critical_Lost,M004
SecondServeReturn_by_CriticalHL_OutcomeGen,Return_Critical_Won,Effective_1,,SecondServeReturn_by_CriticalHL_OutcomeGen | Return_Critical_Won,M004
SecondServeReturn_by_CriticalHL_OutcomeGen,Return_NonCritical_Lost,Effective_1,,SecondServeReturn_by_CriticalHL_OutcomeGen | Return_NonCritical_Lost,M004
SecondServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Adv_Lost,Effective_1,,SecondServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Adv_Lost,M004
SecondServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_Critical_Deuce_Lost,Effective_1,,SecondServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_Critical_Deuce_Lost,M004
SecondServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_Critical_Deuce_Won,Effective_1,,SecondServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_Critical_Deuce_Won,M004
SecondServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Deuce_Lost,Effective_1,,SecondServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Deuce_Lost,M004
TotalReturns_by_Critical_lv2,Return_Crit_Breakball,Effective_1,,TotalReturns_by_Critical_lv2 | Return_Crit_Breakball,M004
TotalReturns_by_Critical_lv2,Return_Crit_NonBreak,Effective_1,,TotalReturns_by_Critical_lv2 | Return_Crit_NonBreak,M004
FirstServeReturns_by_Critical_lv2,Return_Crit_Breakball,Effective_1,,FirstServeReturns_by_Critical_lv2 | Return_Crit_Breakball,M004
FirstServeReturns_by_Critical_lv2,Return_Crit_NonBreak,Effective_1,,FirstServeReturns_by_Critical_lv2 | Return_Crit_NonBreak,M004
FirstServeReturn_by_Critical_lv2_Origin,Return_Crit_Breakball_Adv,Effective_1,,FirstServeReturn_by_Critical_lv2_Origin | Return_Crit_Breakball_Adv,M004
FirstServeReturn_by_Critical_lv2_Origin,Return_Crit_NonBreak_Adv,Effective_1,,FirstServeReturn_by_Critical_lv2_Origin | Return_Crit_NonBreak_Adv,M004
SecondServeReturn_by_Critical_lv2,Return_Crit_NonBreak,Effective_1,,SecondServeReturn_by_Critical_lv2 | Return_Crit_NonBreak,M004
SecondServeReturn_by_Critical_lv2_Origin,Return_Crit_NonBreak_Deuce,Effective_1,,SecondServeReturn_by_Critical_lv2_Origin | Return_Crit_NonBreak_Deuce,M004
FirstServeReturn_by_Critical_lv2_OutcomeGen,Return_Crit_Breakball_Rally,Effective_1,,FirstServeReturn_by_Critical_lv2_OutcomeGen | Return_Crit_Breakball_Rally,M004
FirstServeReturn_by_Critical_lv2_OutcomeGen,Return_Crit_NonBreak_Rally,Effective_1,,FirstServeReturn_by_Critical_lv2_OutcomeGen | Return_Crit_NonBreak_Rally,M004
FirstServeReturn_by_Critical_lv2_Origin_OutcomeGen,Return_Crit_Breakball_Adv_Rally,Effective_1,,FirstServeReturn_by_Critical_lv2_Origin_OutcomeGen | Return_Crit_Breakball_Adv_Rally,M004
FirstServeReturn_by_Critical_lv2_Origin_OutcomeGen,Return_Crit_NonBreak_Adv_Rally,Effective_1,,FirstServeReturn_by_Critical_lv2_Origin_OutcomeGen | Return_Crit_NonBreak_Adv_Rally,M004
SecondServeReturn_by_Critical_lv2_OutcomeGen,Return_Crit_NonBreak_Lost,Effective_1,,SecondServeReturn_by_Critical_lv2_OutcomeGen | Return_Crit_NonBreak_Lost,M004
SecondServeReturn_by_Critical_lv2_OutcomeGen,Return_Crit_NonBreak_Won,Effective_1,,SecondServeReturn_by_Critical_lv2_OutcomeGen | Return_Crit_NonBreak_Won,M004
SecondServeReturn_by_Critical_lv2_Origin_OutcomeGen,Return_Crit_NonBreak_Deuce_Lost,Effective_1,,SecondServeReturn_by_Critical_lv2_Origin_OutcomeGen | Return_Crit_NonBreak_Deuce_Lost,M004
SecondServeReturn_by_Critical_lv2_Origin_OutcomeGen,Return_Crit_NonBreak_Deuce_Won,Effective_1,,SecondServeReturn_by_Critical_lv2_Origin_OutcomeGen | Return_Crit_NonBreak_Deuce_Won,M004
ReturnShot,Count_FH,Effective_1,,ReturnShot | Count_FH,M004
ReturnShot,Count_Slice,Effective_1,,ReturnShot | Count_Slice,M004
ReturnShot,Count_BH,Effective_1,,ReturnShot | Count_BH,M004
ReturnShot_First,Count_FH,Effective_1,,ReturnShot_First | Count_FH,M004
ReturnShot_First,Count_Slice,Effective_1,,ReturnShot_First | Count_Slice,M004
ReturnShot_First,Count_BH,Effective_1,,ReturnShot_First | Count_BH,M004
ReturnShot_Second,Count_FH,Effective_1,,ReturnShot_Second | Count_FH,M004
RallyLen_Breakdown,RallyLen_Rally_3to4_shots_Lost,Effective_1,,RallyLen_Breakdown | RallyLen_Rally_3to4_shots_Lost,M004
RallyLen_Breakdown,RallyLen_Rally_3to4_shots_Won,Effective_1,,RallyLen_Breakdown | RallyLen_Rally_3to4_shots_Won,M004
RallyLen_Breakdown,RallyLen_Rally_over4_shots_Lost,Effective_1,,RallyLen_Breakdown | RallyLen_Rally_over4_shots_Lost,M004
RallyLen_Breakdown,RallyLen_Rally_over4_shots_Won,Effective_1,,RallyLen_Breakdown | RallyLen_Rally_over4_shots_Won,M004
RallyLen_Breakdown,RallyLen_Return_Lost,Effective_1,,RallyLen_Breakdown | RallyLen_Return_Lost,M004
RallyLen_Breakdown,RallyLen_Return_Won,Effective_1,,RallyLen_Breakdown | RallyLen_Return_Won,M004
RallyLen_Breakdown,RallyLen_Serve_Lost,Effective_1,,RallyLen_Breakdown | RallyLen_Serve_Lost,M004
RallyLen_Breakdown,RallyLen_Serve_Won,Effective_1,,RallyLen_Breakdown | RallyLen_Serve_Won,M004
AverageRally_Length,CountandSum_Return,Effective_1,62.0,AverageRally_Length | CountandSum_Return,M004
AverageRally_Length,CountandSum_Serve,Effective_1,138.0,AverageRally_Length | CountandSum_Serve,M004
ShotBreakdown_Frequency,FH_Freq,Effective_1,,ShotBreakdown_Frequency | FH_Freq,M004
ShotBreakdown_Frequency,Serve_Freq,Effective_1,,ShotBreakdown_Frequency | Serve_Freq,M004
ShotBreakdown_Frequency,Return_Freq,Effective_1,,ShotBreakdown_Frequency | Return_Freq,M004
ShotBreakdown_Frequency,BH_Freq,Effective_1,,ShotBreakdown_Frequency | BH_Freq,M004
ShotBreakdown_Frequency,Slice_Freq,Effective_1,,ShotBreakdown_Frequency | Slice_Freq,M004
ShotBreakdown_Frequency,Volley_Freq,Effective_1,,ShotBreakdown_Frequency | Volley_Freq,M004
ServeReturn_ShotEff,TotalReturn_BH,Effective_1,-10.0,ServeReturn_ShotEff | TotalReturn_BH,M004
ServeReturn_ShotEff,TotalReturn_FH,Effective_1,-35.0,ServeReturn_ShotEff | TotalReturn_FH,M004
ServeReturn_ShotEff,TotalReturn_Slice,Effective_1,-60.0,ServeReturn_ShotEff | TotalReturn_Slice,M004
ServeReturn_ShotEff,TotalServe_BH,Effective_1,10.0,ServeReturn_ShotEff | TotalServe_BH,M004
ServeReturn_ShotEff,TotalServe_FH,Effective_1,30.0,ServeReturn_ShotEff | TotalServe_FH,M004
ServeReturn_ShotEff,TotalServe_Serve,Effective_1,-130.0,ServeReturn_ShotEff | TotalServe_Serve,M004
ServeReturn_ShotEff,FirstReturn_BH,Effective_1,-10.0,ServeReturn_ShotEff | FirstReturn_BH,M004
ServeReturn_ShotEff,FirstReturn_FH,Effective_1,-5.0,ServeReturn_ShotEff | FirstReturn_FH,M004
ServeReturn_ShotEff,FirstReturn_Slice,Effective_1,-60.0,ServeReturn_ShotEff | FirstReturn_Slice,M004
ServeReturn_ShotEff,FirstServe_BH,Effective_1,10.0,ServeReturn_ShotEff | FirstServe_BH,M004
ServeReturn_ShotEff,FirstServe_FH,Effective_1,0.0,ServeReturn_ShotEff | FirstServe_FH,M004
ServeReturn_ShotEff,FirstServe_Serve,Effective_1,-10.0,ServeReturn_ShotEff | FirstServe_Serve,M004
ServeReturn_ShotEff,SecondReturn_FH,Effective_1,-30.0,ServeReturn_ShotEff | SecondReturn_FH,M004
ServeReturn_ShotEff,SecondServe_FH,Effective_1,30.0,ServeReturn_ShotEff | SecondServe_FH,M004
ServeReturn_ShotEff,SecondServe_Serve,Effective_1,-120.0,ServeReturn_ShotEff | SecondServe_Serve,M004
HRTimeSpentInZone,Hard Effort 80-90%,Effective_1,,HRTimeSpentInZone | Hard Effort 80-90%,M004
HRTimeSpentInZone,Max Effort 90%+,Effective_1,,HRTimeSpentInZone | Max Effort 90%+,M004
HRTimeSpentInZone,Moderate Effort 70-80%,Effective_1,,HRTimeSpentInZone | Moderate Effort 70-80%,M004
Wins_byHRZone_Freq,Hard Effort 80-90%_Won,Effective_1,,Wins_byHRZone_Freq | Hard Effort 80-90%_Won,M004
Wins_byHRZone_Freq,Max Effort 90%+_Won,Effective_1,,Wins_byHRZone_Freq | Max Effort 90%+_Won,M004
Wins_byHRZone_Freq,Moderate Effort 70-80%_Won,Effective_1,,Wins_byHRZone_Freq | Moderate Effort 70-80%_Won,M004
Mistakes_byHRZone_Freq,Hard Effort 80-90%_Lost_thru_Mistake,Effective_1,,Mistakes_byHRZone_Freq | Hard Effort 80-90%_Lost_thru_Mistake,M004
Mistakes_byHRZone_Freq,Max Effort 90%+_Lost_thru_Mistake,Effective_1,,Mistakes_byHRZone_Freq | Max Effort 90%+_Lost_thru_Mistake,M004
Mistakes_byHRZone_Freq,Moderate Effort 70-80%_Lost_thru_Mistake,Effective_1,,Mistakes_byHRZone_Freq | Moderate Effort 70-80%_Lost_thru_Mistake,M004
TotalPts_byHRZone_Freq,Hard Effort 80-90%_TotalPts,Effective_1,,TotalPts_byHRZone_Freq | Hard Effort 80-90%_TotalPts,M004
TotalPts_byHRZone_Freq,Max Effort 90%+_TotalPts,Effective_1,,TotalPts_byHRZone_Freq | Max Effort 90%+_TotalPts,M004
TotalPts_byHRZone_Freq,Moderate Effort 70-80%_TotalPts,Effective_1,,TotalPts_byHRZone_Freq | Moderate Effort 70-80%_TotalPts,M004
Missing,NoSensor,Effective_1,0.0,Missing | NoSensor,M004
Missing,NoShots,Effective_1,0.0,Missing | NoShots,M004
age,45,Effective_1,0.0,age | 45,M004
gender,MALE,Effective_1,0.0,gender | MALE,M004
rating_lev,14.6,Effective_1,0.0,rating_lev | 14.6,M004
rating_typ,GERMANY,Effective_1,0.0,rating_typ | GERMANY,M004
TotalPointsWonOrLost_Freq,Lost,Frequency,51.0,TotalPointsWonOrLost_Freq | Lost,M003
TotalPointsWonOrLost_Freq,Won,Frequency,24.0,TotalPointsWonOrLost_Freq | Won,M003
TotalPointsWonOrLost_Freq,Lost_thru_Mistake,Frequency,51.0,TotalPointsWonOrLost_Freq | Lost_thru_Mistake,M003
TotalPointsWonOrLost_Freq,Won_thru_Winner,Frequency,24.0,TotalPointsWonOrLost_Freq | Won_thru_Winner,M003
Effective_Score,Effective_Score_Rally,Frequency,38.0,Effective_Score | Effective_Score_Rally,M003
Effective_Score,Effective_Score_Return,Frequency,36.0,Effective_Score | Effective_Score_Return,M003
Effective_Score,Effective_Score_Serve,Frequency,39.0,Effective_Score | Effective_Score_Serve,M003
Effective_Score_First,Effective_Score_First_Rally,Frequency,29.0,Effective_Score_First | Effective_Score_First_Rally,M003
Effective_Score_First,Effective_Score_First_Return,Frequency,24.0,Effective_Score_First | Effective_Score_First_Return,M003
Effective_Score_First,Effective_Score_First_Serve,Frequency,26.0,Effective_Score_First | Effective_Score_First_Serve,M003
Effective_Score_Second,Effective_Score_Second_Rally,Frequency,9.0,Effective_Score_Second | Effective_Score_Second_Rally,M003
Effective_Score_Second,Effective_Score_Second_Return,Frequency,12.0,Effective_Score_Second | Effective_Score_Second_Return,M003
Effective_Score_Second,Effective_Score_Second_Serve,Frequency,13.0,Effective_Score_Second | Effective_Score_Second_Serve,M003
Effective_Score_Deuce,Effective_Score_Deuce_Rally,Frequency,22.0,Effective_Score_Deuce | Effective_Score_Deuce_Rally,M003
Effective_Score_Deuce,Effective_Score_Deuce_Return,Frequency,19.0,Effective_Score_Deuce | Effective_Score_Deuce_Return,M003
Effective_Score_Deuce,Effective_Score_Deuce_Serve,Frequency,20.0,Effective_Score_Deuce | Effective_Score_Deuce_Serve,M003
Effective_Score_Adv,Effective_Score_Adv_Rally,Frequency,16.0,Effective_Score_Adv | Effective_Score_Adv_Rally,M003
Effective_Score_Adv,Effective_Score_Adv_Return,Frequency,17.0,Effective_Score_Adv | Effective_Score_Adv_Return,M003
Effective_Score_Adv,Effective_Score_Adv_Serve,Frequency,19.0,Effective_Score_Adv | Effective_Score_Adv_Serve,M003
Effective_Score_Deuce_First,Effective_Score_Deuce_First_Rally,Frequency,18.0,Effective_Score_Deuce_First | Effective_Score_Deuce_First_Rally,M003
Effective_Score_Deuce_First,Effective_Score_Deuce_First_Return,Frequency,12.0,Effective_Score_Deuce_First | Effective_Score_Deuce_First_Return,M003
Effective_Score_Deuce_First,Effective_Score_Deuce_First_Serve,Frequency,15.0,Effective_Score_Deuce_First | Effective_Score_Deuce_First_Serve,M003
Effective_Score_Deuce_Second,Effective_Score_Deuce_Second_Rally,Frequency,4.0,Effective_Score_Deuce_Second | Effective_Score_Deuce_Second_Rally,M003
Effective_Score_Deuce_Second,Effective_Score_Deuce_Second_Return,Frequency,7.0,Effective_Score_Deuce_Second | Effective_Score_Deuce_Second_Return,M003
Effective_Score_Deuce_Second,Effective_Score_Deuce_Second_Serve,Frequency,5.0,Effective_Score_Deuce_Second | Effective_Score_Deuce_Second_Serve,M003
Effective_Score_Adv_First,Effective_Score_Adv_First_Rally,Frequency,11.0,Effective_Score_Adv_First | Effective_Score_Adv_First_Rally,M003
Effective_Score_Adv_First,Effective_Score_Adv_First_Return,Frequency,12.0,Effective_Score_Adv_First | Effective_Score_Adv_First_Return,M003
Effective_Score_Adv_First,Effective_Score_Adv_First_Serve,Frequency,11.0,Effective_Score_Adv_First | Effective_Score_Adv_First_Serve,M003
Effective_Score_Adv_Second,Effective_Score_Adv_Second_Rally,Frequency,5.0,Effective_Score_Adv_Second | Effective_Score_Adv_Second_Rally,M003
Effective_Score_Adv_Second,Effective_Score_Adv_Second_Return,Frequency,5.0,Effective_Score_Adv_Second | Effective_Score_Adv_Second_Return,M003
Effective_Score_Adv_Second,Effective_Score_Adv_Second_Serve,Frequency,8.0,Effective_Score_Adv_Second | Effective_Score_Adv_Second_Serve,M003
Shots_By_OutComeGen,Rally_Lost,Frequency,17.0,Shots_By_OutComeGen | Rally_Lost,M003
Shots_By_OutComeGen,Rally_Rally,Frequency,18.0,Shots_By_OutComeGen | Rally_Rally,M003
Shots_By_OutComeGen,Rally_Won,Frequency,3.0,Shots_By_OutComeGen | Rally_Won,M003
Shots_By_OutComeGen,Return_Lost,Frequency,21.0,Shots_By_OutComeGen | Return_Lost,M003
Shots_By_OutComeGen,Return_Rally,Frequency,4.0,Shots_By_OutComeGen | Return_Rally,M003
Shots_By_OutComeGen,Return_Won,Frequency,11.0,Shots_By_OutComeGen | Return_Won,M003
Shots_By_OutComeGen,Serve_Lost,Frequency,13.0,Shots_By_OutComeGen | Serve_Lost,M003
Shots_By_OutComeGen,Serve_Rally,Frequency,16.0,Shots_By_OutComeGen | Serve_Rally,M003
Shots_By_OutComeGen,Serve_Won,Frequency,10.0,Shots_By_OutComeGen | Serve_Won,M003
Shots_By_OutComeGen_First,Rally_Lost,Frequency,11.0,Shots_By_OutComeGen_First | Rally_Lost,M003
Shots_By_OutComeGen_First,Rally_Rally,Frequency,15.0,Shots_By_OutComeGen_First | Rally_Rally,M003
Shots_By_OutComeGen_First,Rally_Won,Frequency,3.0,Shots_By_OutComeGen_First | Rally_Won,M003
Shots_By_OutComeGen_First,Return_Lost,Frequency,16.0,Shots_By_OutComeGen_First | Return_Lost,M003
Shots_By_OutComeGen_First,Return_Rally,Frequency,3.0,Shots_By_OutComeGen_First | Return_Rally,M003
Shots_By_OutComeGen_First,Return_Won,Frequency,5.0,Shots_By_OutComeGen_First | Return_Won,M003
Shots_By_OutComeGen_First,Serve_Lost,Frequency,7.0,Shots_By_OutComeGen_First | Serve_Lost,M003
Shots_By_OutComeGen_First,Serve_Rally,Frequency,11.0,Shots_By_OutComeGen_First | Serve_Rally,M003
Shots_By_OutComeGen_First,Serve_Won,Frequency,8.0,Shots_By_OutComeGen_First | Serve_Won,M003
Shots_By_OutComeGen_Second,Rally_Lost,Frequency,6.0,Shots_By_OutComeGen_Second | Rally_Lost,M003
Shots_By_OutComeGen_Second,Rally_Rally,Frequency,3.0,Shots_By_OutComeGen_Second | Rally_Rally,M003
Shots_By_OutComeGen_Second,Return_Lost,Frequency,5.0,Shots_By_OutComeGen_Second | Return_Lost,M003
Shots_By_OutComeGen_Second,Return_Rally,Frequency,1.0,Shots_By_OutComeGen_Second | Return_Rally,M003
Shots_By_OutComeGen_Second,Return_Won,Frequency,6.0,Shots_By_OutComeGen_Second | Return_Won,M003
Shots_By_OutComeGen_Second,Serve_Lost,Frequency,6.0,Shots_By_OutComeGen_Second | Serve_Lost,M003
Shots_By_OutComeGen_Second,Serve_Rally,Frequency,5.0,Shots_By_OutComeGen_Second | Serve_Rally,M003
Shots_By_OutComeGen_Second,Serve_Won,Frequency,2.0,Shots_By_OutComeGen_Second | Serve_Won,M003
Shots_By_OutComeGen_Deuce,Rally_Lost,Frequency,9.0,Shots_By_OutComeGen_Deuce | Rally_Lost,M003
Shots_By_OutComeGen_Deuce,Rally_Rally,Frequency,10.0,Shots_By_OutComeGen_Deuce | Rally_Rally,M003
Shots_By_OutComeGen_Deuce,Rally_Won,Frequency,3.0,Shots_By_OutComeGen_Deuce | Rally_Won,M003
Shots_By_OutComeGen_Deuce,Return_Lost,Frequency,9.0,Shots_By_OutComeGen_Deuce | Return_Lost,M003
Shots_By_OutComeGen_Deuce,Return_Rally,Frequency,4.0,Shots_By_OutComeGen_Deuce | Return_Rally,M003
Shots_By_OutComeGen_Deuce,Return_Won,Frequency,6.0,Shots_By_OutComeGen_Deuce | Return_Won,M003
Shots_By_OutComeGen_Deuce,Serve_Lost,Frequency,6.0,Shots_By_OutComeGen_Deuce | Serve_Lost,M003
Shots_By_OutComeGen_Deuce,Serve_Rally,Frequency,8.0,Shots_By_OutComeGen_Deuce | Serve_Rally,M003
Shots_By_OutComeGen_Deuce,Serve_Won,Frequency,6.0,Shots_By_OutComeGen_Deuce | Serve_Won,M003
Shots_By_OutComeGen_Adv,Rally_Lost,Frequency,8.0,Shots_By_OutComeGen_Adv | Rally_Lost,M003
Shots_By_OutComeGen_Adv,Rally_Rally,Frequency,8.0,Shots_By_OutComeGen_Adv | Rally_Rally,M003
Shots_By_OutComeGen_Adv,Return_Lost,Frequency,12.0,Shots_By_OutComeGen_Adv | Return_Lost,M003
Shots_By_OutComeGen_Adv,Return_Won,Frequency,5.0,Shots_By_OutComeGen_Adv | Return_Won,M003
Shots_By_OutComeGen_Adv,Serve_Lost,Frequency,7.0,Shots_By_OutComeGen_Adv | Serve_Lost,M003
Shots_By_OutComeGen_Adv,Serve_Rally,Frequency,8.0,Shots_By_OutComeGen_Adv | Serve_Rally,M003
Shots_By_OutComeGen_Adv,Serve_Won,Frequency,4.0,Shots_By_OutComeGen_Adv | Serve_Won,M003
Shots_By_OutComeGen_Deuce_First,Rally_Lost,Frequency,6.0,Shots_By_OutComeGen_Deuce_First | Rally_Lost,M003
Shots_By_OutComeGen_Deuce_First,Rally_Rally,Frequency,9.0,Shots_By_OutComeGen_Deuce_First | Rally_Rally,M003
Shots_By_OutComeGen_Deuce_First,Rally_Won,Frequency,3.0,Shots_By_OutComeGen_Deuce_First | Rally_Won,M003
Shots_By_OutComeGen_Deuce_First,Return_Lost,Frequency,7.0,Shots_By_OutComeGen_Deuce_First | Return_Lost,M003
Shots_By_OutComeGen_Deuce_First,Return_Rally,Frequency,3.0,Shots_By_OutComeGen_Deuce_First | Return_Rally,M003
Shots_By_OutComeGen_Deuce_First,Return_Won,Frequency,2.0,Shots_By_OutComeGen_Deuce_First | Return_Won,M003
Shots_By_OutComeGen_Deuce_First,Serve_Lost,Frequency,4.0,Shots_By_OutComeGen_Deuce_First | Serve_Lost,M003
Shots_By_OutComeGen_Deuce_First,Serve_Rally,Frequency,6.0,Shots_By_OutComeGen_Deuce_First | Serve_Rally,M003
Shots_By_OutComeGen_Deuce_First,Serve_Won,Frequency,5.0,Shots_By_OutComeGen_Deuce_First | Serve_Won,M003
Shots_By_OutComeGen_Deuce_Second,Rally_Lost,Frequency,3.0,Shots_By_OutComeGen_Deuce_Second | Rally_Lost,M003
Shots_By_OutComeGen_Deuce_Second,Rally_Rally,Frequency,1.0,Shots_By_OutComeGen_Deuce_Second | Rally_Rally,M003
Shots_By_OutComeGen_Deuce_Second,Return_Lost,Frequency,2.0,Shots_By_OutComeGen_Deuce_Second | Return_Lost,M003
Shots_By_OutComeGen_Deuce_Second,Return_Rally,Frequency,1.0,Shots_By_OutComeGen_Deuce_Second | Return_Rally,M003
Shots_By_OutComeGen_Deuce_Second,Return_Won,Frequency,4.0,Shots_By_OutComeGen_Deuce_Second | Return_Won,M003
Shots_By_OutComeGen_Deuce_Second,Serve_Lost,Frequency,2.0,Shots_By_OutComeGen_Deuce_Second | Serve_Lost,M003
Shots_By_OutComeGen_Deuce_Second,Serve_Rally,Frequency,2.0,Shots_By_OutComeGen_Deuce_Second | Serve_Rally,M003
Shots_By_OutComeGen_Deuce_Second,Serve_Won,Frequency,1.0,Shots_By_OutComeGen_Deuce_Second | Serve_Won,M003
Shots_By_OutComeGen_Adv_First,Rally_Lost,Frequency,5.0,Shots_By_OutComeGen_Adv_First | Rally_Lost,M003
Shots_By_OutComeGen_Adv_First,Rally_Rally,Frequency,6.0,Shots_By_OutComeGen_Adv_First | Rally_Rally,M003
Shots_By_OutComeGen_Adv_First,Return_Lost,Frequency,9.0,Shots_By_OutComeGen_Adv_First | Return_Lost,M003
Shots_By_OutComeGen_Adv_First,Return_Won,Frequency,3.0,Shots_By_OutComeGen_Adv_First | Return_Won,M003
Shots_By_OutComeGen_Adv_First,Serve_Lost,Frequency,3.0,Shots_By_OutComeGen_Adv_First | Serve_Lost,M003
Shots_By_OutComeGen_Adv_First,Serve_Rally,Frequency,5.0,Shots_By_OutComeGen_Adv_First | Serve_Rally,M003
Shots_By_OutComeGen_Adv_First,Serve_Won,Frequency,3.0,Shots_By_OutComeGen_Adv_First | Serve_Won,M003
